Timestamp,Collision,Waypoint_X,Waypoint_Y,Waypoint_Z,Noisy_Waypoint_X,Noisy_Waypoint_Y,Noisy_Waypoint_Z
2025-03-20 18:12:11,No,-20.406713485717773,133.5856475830078,0.0,-20.49978256225586,133.73788452148438,0.0
2025-03-20 18:12:12,No,-25.498748779296875,133.55435180664062,0.0,-25.53591537475586,133.47775268554688,0.0
2025-03-20 18:12:12,No,-30.536291122436523,133.52340698242188,0.0,-30.83580207824707,133.47442626953125,0.0
2025-03-20 18:12:13,No,-35.83605194091797,133.49082946777344,0.0,-35.98908615112305,133.7334442138672,0.0
2025-03-20 18:12:13,No,-40.987178802490234,133.45916748046875,0.0,-40.70650863647461,133.74855041503906,0.0
2025-03-20 18:12:14,No,-45.70426559448242,133.43017578125,0.0,-45.81800079345703,133.6592254638672,0.0
2025-03-20 18:12:14,No,-50.81618881225586,133.3987579345703,0.0,-50.63859939575195,133.4850616455078,0.0
2025-03-20 18:12:15,No,-55.637855529785156,133.36912536621094,0.0,-55.59622573852539,133.09011840820312,0.0
2025-03-20 18:12:15,No,-60.59817886352539,133.33865356445312,0.0,-60.839786529541016,133.04977416992188,0.0
2025-03-20 18:12:16,No,-65.70039367675781,133.18321228027344,0.0,-65.61158752441406,132.887939453125,0.0
2025-03-20 18:12:16,No,-70.3270492553711,132.5184783935547,0.0,-70.3167953491211,132.4690399169922,0.0
2025-03-20 18:12:17,No,-74.9467544555664,131.28904724121094,0.0,-75.03144073486328,131.53256225585938,0.0
2025-03-20 18:12:17,No,-79.33280944824219,129.54701232910156,0.0,-79.3160629272461,129.7897186279297,0.0
2025-03-20 18:12:18,No,-83.41697692871094,127.3460464477539,0.0,-83.40474700927734,127.53694915771484,0.0
2025-03-20 18:12:18,No,-87.20252227783203,124.7046890258789,0.0,-87.35841369628906,124.49047088623047,0.0
2025-03-20 18:12:19,No,-90.94048309326172,121.36788177490234,0.0,-90.821533203125,121.06805419921875,0.0
2025-03-20 18:12:19,No,-94.12805938720703,117.73181915283203,0.0,-94.23640441894531,118.01500701904297,0.0
2025-03-20 18:12:20,No,-96.7701644897461,113.92066192626953,0.0,-97.05904388427734,113.8514404296875,0.0
2025-03-20 18:12:20,No,-99.31304931640625,109.5632553100586,0.0,-99.59037780761719,109.46504974365234,0.0
2025-03-20 18:12:21,No,-101.54347229003906,105.01350402832031,0.0,-101.39215850830078,104.85090637207031,0.0
2025-03-20 18:12:21,No,-103.40308380126953,100.41014862060547,0.0,-103.64080047607422,100.58196258544922,0.0
2025-03-20 18:12:22,No,-104.87164306640625,95.89275360107422,0.0,-104.8841781616211,95.6549301147461,0.0
2025-03-20 18:12:22,No,-106.09822082519531,90.96348571777344,0.0,-106.05755615234375,90.78752136230469,0.0
2025-03-20 18:12:23,No,-106.9568099975586,86.00396728515625,0.0,-107.06604766845703,86.26883697509766,0.0
2025-03-20 18:12:23,No,-107.42566680908203,81.4474868774414,0.0,-107.69515991210938,81.16893005371094,0.0
2025-03-20 18:12:24,No,-107.59469604492188,76.31111145019531,0.0,-107.65090942382812,76.18026733398438,0.0
2025-03-20 18:12:25,No,-107.53926086425781,71.20187377929688,0.0,-107.68115997314453,71.14205169677734,0.0
2025-03-20 18:12:25,No,-107.48279571533203,66.16461944580078,0.0,-107.2469253540039,66.13652038574219,0.0
2025-03-20 18:12:26,No,-107.4266357421875,61.15489959716797,0.0,-107.61526489257812,61.02162551879883,0.0
2025-03-20 18:12:26,No,-107.36935424804688,56.044715881347656,0.0,-107.16462707519531,55.86933517456055,0.0
2025-03-20 18:12:27,No,-107.3115463256836,50.888084411621094,0.0,-107.13340759277344,51.01917266845703,0.0
2025-03-20 18:12:27,No,-107.25718688964844,46.038177490234375,0.0,-107.40972137451172,45.95745086669922,0.0
2025-03-20 18:12:28,No,-107.20049285888672,40.980140686035156,0.0,-107.46929931640625,40.98394775390625,0.0
2025-03-20 18:12:28,No,-107.14452362060547,35.98727035522461,0.0,-106.9772720336914,36.15385055541992,0.0
2025-03-20 18:12:29,No,-105.67958068847656,31.885906219482422,0.0,-105.46419525146484,31.747085571289062,0.0
2025-03-20 18:12:29,No,-103.04322814941406,28.062562942504883,0.0,-103.20574188232422,28.114940643310547,0.0
2025-03-20 18:12:30,No,-99.65741729736328,25.610776901245117,0.0,-99.42513275146484,25.39008331298828,0.0
2025-03-20 18:12:30,No,-95.21859741210938,24.445281982421875,0.0,-95.4384765625,24.22028160095215,0.0
2025-03-20 18:12:31,No,-90.35494995117188,24.432968139648438,0.0,-90.5503158569336,24.56549644470215,0.0
2025-03-20 18:12:31,No,-85.58063507080078,24.44623374938965,0.0,-85.67003631591797,24.173721313476562,0.0
2025-03-20 18:12:32,No,-80.67081451416016,24.459877014160156,0.0,-80.6898193359375,24.72339630126953,0.0
2025-03-20 18:12:32,No,-75.6891098022461,24.473718643188477,0.0,-75.88500213623047,24.75921630859375,0.0
2025-03-20 18:12:33,No,-70.88421630859375,24.48706817626953,0.0,-70.62166595458984,24.71878433227539,0.0
2025-03-20 18:12:33,No,-65.62104034423828,24.501693725585938,0.0,-65.84489440917969,24.279722213745117,0.0
2025-03-20 18:12:34,No,-60.52045440673828,24.16390037536621,0.0,-60.41268539428711,23.962326049804688,0.0
2025-03-20 18:12:34,No,-55.19288635253906,22.217559814453125,0.0,-55.403533935546875,21.997411727905273,0.0
2025-03-20 18:12:35,No,-50.9024772644043,18.92424774169922,0.0,-50.81000518798828,19.103322982788086,0.0
2025-03-20 18:12:35,No,-47.476070404052734,14.798665046691895,0.0,-47.503662109375,14.656414031982422,0.0
2025-03-20 18:12:36,No,-45.509742736816406,9.426536560058594,0.0,-45.57661056518555,9.153035163879395,0.0
2025-03-20 18:12:36,No,-45.295616149902344,3.8625035285949707,0.0,-45.20583724975586,3.7307183742523193,0.0
2025-03-20 18:12:37,No,-45.310054779052734,-1.2690123319625854,0.0,-45.1728515625,-1.4115570783615112,0.0
2025-03-20 18:12:37,No,-45.324527740478516,-6.4111480712890625,0.0,-45.56575393676758,-6.531771183013916,0.0
2025-03-20 18:12:38,No,-45.3487434387207,-11.535008430480957,0.0,-45.12525939941406,-11.590351104736328,0.0
2025-03-20 18:12:38,No,-45.34427261352539,-16.57406997680664,0.0,-45.5446662902832,-16.56739616394043,0.0
2025-03-20 18:12:39,No,-45.30712890625,-21.549386978149414,0.0,-45.48322677612305,-21.358917236328125,0.0
2025-03-20 18:12:39,No,-45.270851135253906,-26.357454299926758,0.0,-45.33661651611328,-26.185062408447266,0.0
2025-03-20 18:12:40,No,-45.23442840576172,-31.184432983398438,0.0,-45.442909240722656,-31.43314552307129,0.0
2025-03-20 18:12:40,No,-45.1948356628418,-36.43141555786133,0.0,-44.9488639831543,-36.359622955322266,0.0
2025-03-20 18:12:41,No,-45.15763473510742,-41.36134338378906,0.0,-45.378143310546875,-41.22476577758789,0.0
2025-03-20 18:12:41,Yes,,,,,,
2025-03-20 18:12:41,No,-52.1136474609375,68.53781127929688,0.0,-52.36574172973633,68.60807800292969,0.0
2025-03-20 18:12:42,No,-52.09938049316406,73.60733032226562,0.0,-52.26296615600586,73.51581573486328,0.0
2025-03-20 18:12:42,No,-52.0855712890625,78.51531982421875,0.0,-52.17384719848633,78.27462005615234,0.0
2025-03-20 18:12:43,No,-52.07217788696289,83.27434539794922,0.0,-52.06258010864258,83.21857452392578,0.0
2025-03-20 18:12:43,No,-52.058265686035156,88.21858215332031,0.0,-52.259498596191406,88.45777893066406,0.0
2025-03-20 18:12:44,No,-52.043521881103516,93.45719146728516,0.0,-52.334407806396484,93.18949890136719,0.0
2025-03-20 18:12:44,No,-52.030208587646484,98.18865966796875,0.0,-51.9791259765625,98.38545227050781,0.0
2025-03-20 18:12:45,No,-52.01558303833008,103.38556671142578,0.0,-51.74245071411133,103.59782409667969,0.0
2025-03-20 18:12:45,No,-52.00091552734375,108.59856414794922,0.0,-52.160484313964844,108.78643035888672,0.0
2025-03-20 18:12:46,No,-51.9863166809082,113.78594970703125,0.0,-52.12187576293945,113.6597671508789,0.0
2025-03-20 18:12:46,No,-52.096580505371094,118.40074157714844,0.0,-51.893211364746094,118.4744873046875,0.0
2025-03-20 18:12:47,No,-53.46624755859375,122.47135925292969,0.0,-53.34838104248047,122.50958251953125,0.0
2025-03-20 18:12:47,No,-56.1578369140625,125.7470932006836,0.0,-56.31711959838867,125.58172607421875,0.0
2025-03-20 18:12:48,No,-59.93670654296875,127.98909759521484,0.0,-59.67387390136719,128.12551879882812,0.0
2025-03-20 18:12:48,No,-64.0945053100586,129.15037536621094,0.0,-64.38856506347656,129.23268127441406,0.0
2025-03-20 18:12:49,No,-68.87372589111328,129.19232177734375,0.0,-69.04820251464844,129.01968383789062,0.0
2025-03-20 18:12:49,No,-73.30899047851562,128.1396942138672,0.0,-73.47757720947266,128.1020050048828,0.0
2025-03-20 18:12:50,No,-77.40017700195312,126.5828628540039,0.0,-77.10218048095703,126.72537994384766,0.0
2025-03-20 18:12:50,No,-80.8047866821289,124.8310775756836,0.0,-80.94752502441406,124.83415222167969,0.0
2025-03-20 18:12:51,No,-84.46821594238281,122.39349365234375,0.0,-84.4384994506836,122.31412506103516,0.0
2025-03-20 18:12:51,No,-87.67064666748047,119.67366027832031,0.0,-87.4246597290039,119.62761688232422,0.0
2025-03-20 18:12:52,No,-90.53230285644531,116.61809539794922,0.0,-90.26469421386719,116.69493865966797,0.0
2025-03-20 18:12:52,No,-92.9450912475586,113.3835678100586,0.0,-92.74649047851562,113.61790466308594,0.0
2025-03-20 18:12:53,No,-95.13166046142578,109.87443542480469,0.0,-95.24860382080078,109.7801284790039,0.0
2025-03-20 18:12:53,No,-97.33130645751953,105.75896453857422,0.0,-97.13765716552734,105.55657958984375,0.0
2025-03-20 18:12:54,No,-99.24675750732422,101.4724349975586,0.0,-99.2660140991211,101.69328308105469,0.0
2025-03-20 18:12:54,No,-100.7245101928711,97.45571899414062,0.0,-100.97099304199219,97.72611999511719,0.0
2025-03-20 18:12:55,No,-101.9672622680664,93.24742889404297,0.0,-101.75254821777344,93.40264129638672,0.0
2025-03-20 18:12:55,No,-102.90208435058594,89.10645294189453,0.0,-103.08935546875,88.981689453125,0.0
2025-03-20 18:12:56,No,-103.6231918334961,84.48257446289062,0.0,-103.7877197265625,84.1947021484375,0.0
2025-03-20 18:12:56,No,-104.02574157714844,79.61993408203125,0.0,-103.94476318359375,79.90643310546875,0.0
2025-03-20 18:12:57,No,-104.08626556396484,75.41450500488281,0.0,-103.90782165527344,75.20784759521484,0.0
2025-03-20 18:12:57,No,-104.02857208251953,70.26819610595703,0.0,-103.83830261230469,70.30182647705078,0.0
2025-03-20 18:12:58,No,-103.97357940673828,65.36201477050781,0.0,-103.91603088378906,65.30703735351562,0.0
2025-03-20 18:12:58,No,-103.9176025390625,60.36870193481445,0.0,-103.79981994628906,60.285987854003906,0.0
2025-03-20 18:12:59,No,-103.86131286621094,55.34698486328125,0.0,-103.56217956542969,55.18899154663086,0.0
2025-03-20 18:12:59,No,-103.80415344238281,50.247989654541016,0.0,-103.50496673583984,50.03369140625,0.0
2025-03-20 18:13:00,No,-103.74636840820312,45.09270095825195,0.0,-103.65167236328125,45.06684875488281,0.0
2025-03-20 18:13:00,No,-103.63233947753906,40.2916259765625,0.0,-103.91831970214844,40.48318862915039,0.0
2025-03-20 18:13:01,No,-102.59915161132812,36.25637435913086,0.0,-102.35560607910156,36.39347457885742,0.0
2025-03-20 18:13:02,No,-100.31502532958984,32.54770278930664,0.0,-100.32563018798828,32.59056854248047,0.0
2025-03-20 18:13:02,No,-97.01840209960938,29.756206512451172,0.0,-96.80947875976562,29.955244064331055,0.0
2025-03-20 18:13:03,No,-92.8885726928711,28.177244186401367,0.0,-92.75470733642578,28.166337966918945,0.0
2025-03-20 18:13:03,No,-88.1600112915039,27.9390811920166,0.0,-87.93397521972656,27.85120391845703,0.0
