Timestamp,Collision,Waypoint_X,Waypoint_Y,Waypoint_Z,Noisy_Waypoint_X,Noisy_Waypoint_Y,Noisy_Waypoint_Z
2025-03-20 22:37:59,No,-22.16034507751465,137.07493591308594,0.0,-21.961456298828125,136.87081909179688,0.0
2025-03-20 22:37:59,No,-16.962810516357422,137.1068878173828,0.0,-16.38348388671875,138.49310302734375,0.0
2025-03-20 22:38:00,No,-11.375079154968262,137.14122009277344,0.0,-13.092730522155762,136.2948760986328,0.0
2025-03-20 22:38:00,No,-8.097959518432617,137.16136169433594,0.0,-9.5467529296875,138.226318359375,0.0
2025-03-20 22:38:01,No,-4.540246486663818,137.1832275390625,0.0,-5.575469017028809,136.91555786132812,0.0
2025-03-20 22:38:01,No,-0.577167809009552,137.20758056640625,0.0,-1.732643485069275,138.5644073486328,0.0
2025-03-20 22:38:01,Yes,,,,,,
2025-03-20 22:38:02,No,15.91247272491455,-57.403472900390625,0.0,17.745006561279297,-58.40083694458008,0.0
2025-03-20 22:38:02,No,22.74460792541504,-57.40626525878906,0.0,20.698749542236328,-55.70945358276367,0.0
2025-03-20 22:38:03,No,25.699434280395508,-57.407470703125,0.0,24.673473358154297,-57.544010162353516,0.0
2025-03-20 22:38:03,No,29.67341423034668,-57.409095764160156,0.0,28.121349334716797,-56.59820556640625,0.0
2025-03-20 22:38:04,No,33.121673583984375,-57.41050338745117,0.0,33.24709701538086,-58.37425994873047,0.0
2025-03-20 22:38:04,No,38.24669647216797,-57.41259765625,0.0,39.69779968261719,-59.29001998901367,0.0
2025-03-20 22:38:05,No,44.69857406616211,-60.91523361206055,0.0,44.06983184814453,-62.92368698120117,0.0
2025-03-20 22:38:05,No,39.04684066772461,-64.41292572021484,0.0,39.96440887451172,-65.05389404296875,0.0
2025-03-20 22:38:06,No,34.94216537475586,-64.41124725341797,0.0,36.90937042236328,-63.346595764160156,0.0
2025-03-20 22:38:06,No,31.88652229309082,-64.40999603271484,0.0,32.402015686035156,-64.27591705322266,0.0
2025-03-20 22:38:07,No,27.37949562072754,-64.40815734863281,0.0,26.114368438720703,-64.80936431884766,0.0
2025-03-20 22:38:07,No,21.0920352935791,-64.40558624267578,0.0,22.55982780456543,-63.212223052978516,0.0
2025-03-20 22:38:08,No,17.53693962097168,-64.40413665771484,0.0,17.907196044921875,-65.71611022949219,0.0
2025-03-20 22:38:08,No,12.885187149047852,-64.40223693847656,0.0,14.848849296569824,-63.49755096435547,0.0
2025-03-20 22:38:09,No,9.826059341430664,-64.40098571777344,0.0,8.503032684326172,-66.48943328857422,0.0
2025-03-20 22:38:09,No,3.5052287578582764,-67.92457580566406,0.0,5.480234622955322,-67.33029174804688,0.0
2025-03-20 22:38:10,No,0.5735416412353516,-67.9701156616211,0.0,2.111754894256592,-66.4810562133789,0.0
2025-03-20 22:38:10,Yes,,,,,,
2025-03-20 22:38:10,No,-60.10002899169922,24.076120376586914,0.0,-59.43446731567383,23.927085876464844,0.0
2025-03-20 22:38:11,No,-54.991092681884766,22.10393524169922,0.0,-56.850372314453125,20.09909439086914,0.0
2025-03-20 22:38:11,No,-61.75843811035156,16.649511337280273,0.0,-59.890480041503906,14.585681915283203,0.0
