Timestamp,Noise_Level,Collision,Waypoint_X,Waypoint_Y,Waypoint_Z,Noisy_Waypoint_X,Noisy_Waypoint_Y,Noisy_Waypoint_Z
2025-02-27 00:12:34,0.3,No,-23.72603988647461,28.118112564086914,0.0,-23.868913650512695,28.37148094177246,0.0
2025-02-27 00:12:35,0.3,No,-18.868227005004883,28.131608963012695,0.0,-19.083703994750977,28.39962387084961,0.0
2025-02-27 00:12:35,0.3,No,-14.082977294921875,28.14490509033203,0.0,-14.342987060546875,27.848155975341797,0.0
2025-02-27 00:12:36,0.3,No,-9.343828201293945,28.15807342529297,0.0,-9.447423934936523,28.043968200683594,0.0
2025-02-27 00:12:36,0.3,No,-4.447759628295898,28.171676635742188,0.0,-4.655628204345703,28.198345184326172,0.0
2025-02-27 00:12:37,0.3,No,0.34442925453186035,28.18499183654785,0.0,0.09416954964399338,28.314708709716797,0.0
2025-02-27 00:12:37,0.3,No,5.094512939453125,28.198190689086914,0.0,4.855865478515625,28.117956161499023,0.0
2025-02-27 00:12:38,0.3,No,9.85562515258789,28.2114200592041,0.0,9.804182052612305,27.97046661376953,0.0
2025-02-27 00:12:38,0.3,No,14.80349349975586,28.225168228149414,0.0,14.585923194885254,28.23585319519043,0.0
2025-02-27 00:12:39,0.3,No,19.5859375,28.238454818725586,0.0,19.67531967163086,28.52193260192871,0.0
2025-02-27 00:12:39,0.3,No,24.676090240478516,28.25259780883789,0.0,24.944211959838867,28.183969497680664,0.0
2025-02-27 00:12:40,0.3,No,29.736064910888672,28.351839065551758,0.0,29.463613510131836,28.23663330078125,0.0
2025-02-27 00:12:40,0.3,No,34.4635124206543,28.27979278564453,0.0,34.691471099853516,28.50156593322754,0.0
2025-02-27 00:12:41,0.3,No,39.69206619262695,28.294321060180664,0.0,39.72416687011719,28.12105369567871,0.0
2025-02-27 00:12:41,0.3,No,44.72366714477539,28.308300018310547,0.0,44.9435920715332,28.46365737915039,0.0
2025-02-27 00:12:42,0.3,No,49.94400405883789,28.322805404663086,0.0,49.73878860473633,28.383026123046875,0.0
2025-02-27 00:12:42,0.3,No,54.73893737792969,28.336130142211914,0.0,54.806968688964844,28.528879165649414,0.0
2025-02-27 00:12:43,0.3,No,59.70938491821289,28.349939346313477,0.0,59.97419357299805,28.057783126831055,0.0
2025-02-27 00:12:43,0.3,No,64.97335815429688,28.364564895629883,0.0,65.26631164550781,28.10100746154785,0.0
2025-02-27 00:12:44,0.3,No,70.26555633544922,28.379270553588867,0.0,70.09140014648438,28.470577239990234,0.0
2025-02-27 00:12:44,0.3,No,75.09163665771484,28.39267921447754,0.0,74.79435729980469,28.394344329833984,0.0
2025-02-27 00:12:45,0.3,No,79.79434204101562,28.405746459960938,0.0,79.55453491210938,28.257173538208008,0.0
2025-02-27 00:12:45,0.3,No,84.55410766601562,28.418970108032227,0.0,84.7123031616211,28.430952072143555,0.0
2025-02-27 00:12:46,0.3,No,89.48333740234375,28.536300659179688,0.0,89.37306213378906,28.616437911987305,0.0
2025-02-27 00:12:46,0.3,No,93.7938232421875,29.757633209228516,0.0,93.76229095458984,29.5061092376709,0.0
2025-02-27 00:12:47,0.3,No,97.77981567382812,31.757476806640625,0.0,97.51140594482422,31.653594970703125,0.0
2025-02-27 00:12:47,0.3,No,100.67076873779297,34.51374816894531,0.0,100.42618560791016,34.57823944091797,0.0
2025-02-27 00:12:48,0.3,No,102.3228530883789,38.198020935058594,0.0,102.40528869628906,38.477787017822266,0.0
2025-02-27 00:12:48,0.3,No,102.57221221923828,43.08600997924805,0.0,102.7944564819336,42.789669036865234,0.0
2025-02-27 00:12:49,0.3,No,102.5401382446289,47.788047790527344,0.0,102.43620300292969,47.971797943115234,0.0
2025-02-27 00:12:49,0.3,No,102.5047836303711,52.97237777709961,0.0,102.39960479736328,52.85069274902344,0.0
2025-02-27 00:12:50,0.3,No,102.47151184082031,57.85129928588867,0.0,102.22149658203125,57.80889892578125,0.0
2025-02-27 00:12:50,0.3,No,102.43769073486328,62.81048583984375,0.0,102.66477966308594,62.8253059387207,0.0
2025-02-27 00:12:51,0.3,No,102.40350341796875,67.82364654541016,0.0,102.11985778808594,68.1089096069336,0.0
2025-02-27 00:12:51,0.3,No,102.36744689941406,73.1107177734375,0.0,102.28423309326172,72.93501281738281,0.0
2025-02-27 00:12:52,0.3,No,102.33453369140625,77.93547058105469,0.0,102.30868530273438,78.05155944824219,0.0
2025-02-27 00:12:52,0.3,No,102.29965209960938,83.05162048339844,0.0,102.58698272705078,83.02690124511719,0.0
2025-02-27 00:12:53,0.3,No,102.26573944091797,88.02399444580078,0.0,102.05355072021484,87.79554748535156,0.0
2025-02-27 00:12:53,0.3,No,102.22891998291016,92.77336883544922,0.0,102.00535583496094,92.91352081298828,0.0
2025-02-27 00:12:54,0.3,No,101.86847686767578,97.69209289550781,0.0,101.94585418701172,97.72064971923828,0.0
2025-02-27 00:12:54,0.3,No,101.01602172851562,102.45075988769531,0.0,100.91266632080078,102.4944076538086,0.0
2025-02-27 00:12:55,0.3,No,99.67462158203125,107.1076889038086,0.0,99.86186218261719,107.18417358398438,0.0
2025-02-27 00:12:55,0.3,No,97.86967468261719,111.58074951171875,0.0,98.1536865234375,111.49143981933594,0.0
2025-02-27 00:12:56,0.3,No,95.73503875732422,115.64261627197266,0.0,95.49231719970703,115.72832489013672,0.0
2025-02-27 00:12:56,0.3,No,92.95868682861328,119.82279968261719,0.0,93.07652282714844,119.73658752441406,0.0
2025-02-27 00:12:57,0.3,No,90.00697326660156,123.37361907958984,0.0,89.842041015625,123.4581527709961,0.0
2025-02-27 00:12:57,0.3,No,86.37728118896484,126.70953369140625,0.0,86.4167709350586,126.81442260742188,0.0
2025-02-27 00:12:58,0.3,No,82.47312927246094,129.3984375,0.0,82.32441711425781,129.5994873046875,0.0
2025-02-27 00:12:58,0.3,No,78.02458190917969,131.61582946777344,0.0,78.11271667480469,131.6374969482422,0.0
2025-02-27 00:12:59,0.3,No,73.63552856445312,133.08645629882812,0.0,73.61921691894531,132.87646484375,0.0
2025-02-27 00:12:59,0.3,No,68.99919891357422,133.96783447265625,0.0,68.82012176513672,133.7372589111328,0.0
2025-02-27 00:13:00,0.3,No,64.12985229492188,134.21035766601562,0.0,64.2216796875,134.12899780273438,0.0
2025-02-27 00:13:01,0.3,No,59.22129821777344,134.1829071044922,0.0,59.17375946044922,134.42543029785156,0.0
2025-02-27 00:13:01,0.3,No,54.175193786621094,134.15469360351562,0.0,54.3087043762207,134.11082458496094,0.0
2025-02-27 00:13:02,0.3,No,49.30853271484375,134.12747192382812,0.0,49.401126861572266,134.2323760986328,0.0
2025-02-27 00:13:02,0.3,No,44.40178680419922,134.1000213623047,0.0,44.43175506591797,133.97955322265625,0.0
2025-02-27 00:13:03,0.3,No,39.43115234375,134.0722198486328,0.0,39.47389602661133,134.126220703125,0.0
2025-02-27 00:13:03,0.3,No,34.474273681640625,134.04449462890625,0.0,34.60661697387695,134.11260986328125,0.0
2025-02-27 00:13:04,0.3,No,29.607067108154297,134.01727294921875,0.0,29.815231323242188,133.86236572265625,0.0
2025-02-27 00:13:04,0.3,No,24.81443214416504,133.990478515625,0.0,25.077112197875977,134.0229034423828,0.0
2025-02-27 00:13:05,0.3,No,20.077354431152344,133.96397399902344,0.0,19.98824119567871,134.14759826660156,0.0
2025-02-27 00:13:05,0.3,No,14.999719619750977,133.92691040039062,0.0,15.260946273803711,134.16262817382812,0.0
2025-02-27 00:13:06,0.3,No,10.29082202911377,133.85061645507812,0.0,10.565037727355957,133.81527709960938,0.0
2025-02-27 00:13:06,0.3,No,5.581118106842041,133.762939453125,0.0,5.399851322174072,133.864013671875,0.0
2025-02-27 00:13:07,0.3,No,0.4025822579860687,133.71353149414062,0.0,0.6300754547119141,133.79066467285156,0.0
2025-02-27 00:13:07,0.3,No,-4.367650508880615,133.68421936035156,0.0,-4.655091762542725,133.7626953125,0.0
2025-02-27 00:13:08,0.3,No,-9.654505729675293,133.6517333984375,0.0,-9.685754776000977,133.8857421875,0.0
2025-02-27 00:13:08,0.3,No,-14.684223175048828,133.62081909179688,0.0,-14.390929222106934,133.9022979736328,0.0
2025-02-27 00:13:09,0.3,No,-19.389116287231445,133.59190368652344,0.0,-19.563982009887695,133.46054077148438,0.0
2025-02-27 00:13:09,0.3,No,-24.564687728881836,133.56008911132812,0.0,-24.340858459472656,133.4881134033203,0.0
2025-02-27 00:13:10,0.3,No,-29.341217041015625,133.53074645996094,0.0,-29.351747512817383,133.2627410888672,0.0
2025-02-27 00:13:10,0.3,No,-34.3536376953125,133.49993896484375,0.0,-34.48390579223633,133.78453063964844,0.0
2025-02-27 00:13:11,0.3,No,-39.481689453125,133.46841430664062,0.0,-39.43140411376953,133.6936798095703,0.0
2025-02-27 00:13:11,0.3,No,-44.429630279541016,133.43801879882812,0.0,-44.30299377441406,133.3887481689453,0.0
2025-02-27 00:13:12,0.3,No,-49.30325698852539,133.40806579589844,0.0,-49.18809127807617,133.40492248535156,0.0
2025-02-27 00:13:12,0.3,No,-54.18800735473633,133.37803649902344,0.0,-54.44868087768555,133.36903381347656,0.0
2025-02-27 00:13:13,0.3,No,-59.4486198425293,133.34571838378906,0.0,-59.307682037353516,133.4917755126953,0.0
2025-02-27 00:13:13,0.3,No,-64.23229217529297,133.2808074951172,0.0,-64.23978424072266,133.03143310546875,0.0
2025-02-27 00:13:14,0.3,No,-68.82698822021484,132.79425048828125,0.0,-68.5765151977539,132.69064331054688,0.0
2025-02-27 00:13:14,0.3,No,-73.263916015625,131.8052215576172,0.0,-73.142333984375,131.5513458251953,0.0
2025-02-27 00:13:15,0.3,No,-77.74349212646484,130.24746704101562,0.0,-77.5599594116211,130.05621337890625,0.0
2025-02-27 00:13:15,0.3,No,-81.93020629882812,128.21817016601562,0.0,-81.79667663574219,128.3204345703125,0.0
2025-02-27 00:13:16,0.3,No,-85.77345275878906,125.77838134765625,0.0,-85.52948760986328,125.82026672363281,0.0
2025-02-27 00:13:16,0.3,No,-89.31403350830078,122.92321014404297,0.0,-89.39828491210938,122.68492889404297,0.0
2025-02-27 00:13:17,0.3,No,-92.76976013183594,119.38994598388672,0.0,-93.06529235839844,119.47090911865234,0.0
2025-02-27 00:13:17,0.3,No,-95.73670959472656,115.50508117675781,0.0,-96.0104751586914,115.29383850097656,0.0
2025-02-27 00:13:18,0.3,No,-98.47372436523438,111.08316040039062,0.0,-98.4023666381836,111.30331420898438,0.0
2025-02-27 00:13:18,0.3,No,-100.61737823486328,107.00526428222656,0.0,-100.78333282470703,106.95769500732422,0.0
2025-02-27 00:13:19,0.3,No,-102.62249755859375,102.4587173461914,0.0,-102.75237274169922,102.21782684326172,0.0
2025-02-27 00:13:19,0.3,No,-104.35203552246094,97.61409759521484,0.0,-104.3892822265625,97.53023529052734,0.0
2025-02-27 00:13:20,0.3,No,-105.66679382324219,92.87882995605469,0.0,-105.58590698242188,93.17707061767578,0.0
2025-02-27 00:13:20,0.3,No,-106.58370971679688,88.42499542236328,0.0,-106.63663482666016,88.23289489746094,0.0
2025-02-27 00:13:21,0.3,No,-107.26201629638672,83.3973159790039,0.0,-107.20945739746094,83.39164733886719,0.0
2025-02-27 00:13:21,0.3,No,-107.5667495727539,78.57909393310547,0.0,-107.5395278930664,78.7234878540039,0.0
2025-02-27 00:13:22,0.3,No,-107.56858825683594,73.81859588623047,0.0,-107.57366180419922,73.7000961303711,0.0
